,Unnamed: 0,surname,firstname,music,nationality,birth,death,youtube_title,youtube_id,similarity,piano_solo_prob,audio_name,audio_duration,giant_midi_piano,split,surname_in_youtube_title,fullname,era
5353,116604,Schubert,Franz,"Fantasie in F minor, D.940",Austrian,1797,1828,"Franz Schubert - Fantasia for piano, 4 hands in F minor, D. 940",uzjYQuDPi9Q,0.8571428571428571,0.6443296,"Schubert, Franz, Fantasie in F minor, D.940, uzjYQuDPi9Q",1166.90546875,1.0,validation,1.0,Franz Schubert,Romantic
5354,116605,Schubert,Franz,"Fantasie in G major, D.1",Austrian,1797,1828,Franz Schubert - Fantasy in G-Major (D. 1) 1/2,uE43tEsIDKw,0.8571428571428571,0.860563,"Schubert, Franz, Fantasie in G major, D.1, uE43tEsIDKw",659.16146875,1.0,test,1.0,Franz Schubert,Romantic
5355,116606,Schubert,Franz,"Fantasie in G minor, D.9",Austrian,1797,1828,Franz Schubert - Fantasy in G-Minor (D. 9),4LHjXRhZJo0,0.8571428571428571,0.8008112,"Schubert, Franz, Fantasie in G minor, D.9, 4LHjXRhZJo0",415.11746875,1.0,train,1.0,Franz Schubert,Romantic
5357,116608,Schubert,Franz,"Fantasy in C minor, D.2e",Austrian,1797,1828,Franz Schubert - Fantasy in C-Minor for piano (D. 993/D2e),lIZdxfY550E,0.8571428571428571,0.8754015,"Schubert, Franz, Fantasy in C minor, D.2e, lIZdxfY550E",378.10946875,1.0,train,1.0,Franz Schubert,Romantic
5384,116635,Schubert,Franz,"Frühlingsglaube, D.686",Austrian,1797,1828,"Franz Schubert Frühlingsglaube, D 686",f_BnWNmdmuE,1.0,0.5791522,"Schubert, Franz, Frühlingsglaube, D.686, f_BnWNmdmuE",432.36146875,1.0,train,1.0,Franz Schubert,Romantic
5398,116649,Schubert,Franz,"Fugue in E minor, D.952",Austrian,1797,1828,Franz Schubert.Fugue e-moll.D 952.Tal&Groethuysen,tnbt1VpwMPE,0.7142857142857143,0.9496935,"Schubert, Franz, Fugue in E minor, D.952, tnbt1VpwMPE",239.61746875,1.0,train,1.0,Franz Schubert,Romantic
5404,116655,Schubert,Franz,"Galop and Ecossaises, D.735",Austrian,1797,1828,GALOPP AND 8 ECOSSAISEN - D 735 - Schubert,J2fUU6_DDvU,0.6666666666666666,0.8250792,"Schubert, Franz, Galop and Ecossaises, D.735, J2fUU6_DDvU",245.48546875,1.0,train,1.0,Franz Schubert,Romantic
5418,116669,Schubert,Franz,"Der Geistertanz, D.15",Austrian,1797,1828,"Der Geistertanz, D. 15 (1st setting) (arr. S. Heller)",6mCuyA6fbvU,0.8,0.9204992,"Schubert, Franz, Der Geistertanz, D.15, 6mCuyA6fbvU",152.60546875,1.0,train,0.0,Franz Schubert,Romantic
5419,116670,Schubert,Franz,"Der Geistertanz, D.15a",Austrian,1797,1828,"Der Geistertanz, D. 15a (2nd setting)",uw1DmmVgyJY,0.8,0.52085495,"Schubert, Franz, Der Geistertanz, D.15a, uw1DmmVgyJY",133.41746875,1.0,train,0.0,Franz Schubert,Romantic
5425,116676,Schubert,Franz,"German Dance and 2 Ländler, D.618",Austrian,1797,1828,Franz Schubert - 2 Trio's & 2 Ländler (D. 618),mzXBonQSdeU,0.625,0.9230377,"Schubert, Franz, German Dance and 2 Ländler, D.618, mzXBonQSdeU",400.10546875,1.0,train,1.0,Franz Schubert,Romantic
5426,116677,Schubert,Franz,"German Dance and Ecossaise, D.643",Austrian,1797,1828,"German Dance and Ecossaise, D. 643",QXAK2SOjT2I,0.8571428571428571,0.9092149,"Schubert, Franz, German Dance and Ecossaise, D.643, QXAK2SOjT2I",50.86946875,1.0,validation,0.0,Franz Schubert,Romantic
5427,116678,Schubert,Franz,"German Dance in C-sharp major, D.139",Austrian,1797,1828,"German Dance and Trio in C-Sharp Major, D. 139",08j55lWjhOc,0.8888888888888888,0.839979,"Schubert, Franz, German Dance in C-sharp major, D.139, 08j55lWjhOc",114.51746875,1.0,test,0.0,Franz Schubert,Romantic
5429,116680,Schubert,Franz,"German Dance, D.722",Austrian,1797,1828,Schubert German Dance D 722 (1821),qtBoJv4xC1c,1.0,0.87589926,"Schubert, Franz, German Dance, D.722, qtBoJv4xC1c",36.79346875,1.0,train,1.0,Franz Schubert,Romantic
5430,116681,Schubert,Franz,"German Dance, D.975",Austrian,1797,1828,"German Dance in D Major, D. 975",rzTsql0-5Mo,0.8,0.75284857,"Schubert, Franz, German Dance, D.975, rzTsql0-5Mo",63.46946875,1.0,train,0.0,Franz Schubert,Romantic
5431,116682,Schubert,Franz,"18 German Dances and Ecossaises, D.783",Austrian,1797,1828,Schubert: German Dances D. 783 and Waltzes D. 365,dRThK-7mQnk,0.75,0.9897788,"Schubert, Franz, 18 German Dances and Ecossaises, D.783, dRThK-7mQnk",476.20946875,1.0,train,1.0,Franz Schubert,Romantic
5432,116683,Schubert,Franz,"12 German Dances, D.420",Austrian,1797,1828,"12 German Dances, D. 420",dOKeTcGB-Qs,0.8333333333333334,0.92371166,"Schubert, Franz, 12 German Dances, D.420, dOKeTcGB-Qs",461.08946875,1.0,train,0.0,Franz Schubert,Romantic
5434,116685,Schubert,Franz,"12 German Dances, D.790",Austrian,1797,1828,F. Schubert - 12 German Dances D.790 - Alfred Brendel,L8UmJSteRec,1.0,0.93536144,"Schubert, Franz, 12 German Dances, D.790, L8UmJSteRec",636.12146875,1.0,train,1.0,Franz Schubert,Romantic
5435,116686,Schubert,Franz,"6 German Dances, D.820",Austrian,1797,1828,6 GERMAN DANCES - D 820 - Schubert,NabtIIRnM3Q,1.0,0.90200317,"Schubert, Franz, 6 German Dances, D.820, NabtIIRnM3Q",345.20546875,1.0,train,1.0,Franz Schubert,Romantic
5436,116687,Schubert,Franz,"2 German Dances, D.841",Austrian,1797,1828,"2 German Dances, D. 841",We0JR--EpZ8,0.8333333333333334,0.8733244,"Schubert, Franz, 2 German Dances, D.841, We0JR--EpZ8",97.88546875,1.0,train,0.0,Franz Schubert,Romantic
5437,116688,Schubert,Franz,"6 German Dances, D.970",Austrian,1797,1828,Schubert 6 German Dances D 970,TcH6fI5HIzk,1.0,0.9477468,"Schubert, Franz, 6 German Dances, D.970, TcH6fI5HIzk",206.20946875,1.0,train,1.0,Franz Schubert,Romantic
5438,116689,Schubert,Franz,"3 German Dances, D.971",Austrian,1797,1828,Schubert 3 German Dances D 971,xDFDzZo7Ry4,1.0,0.941339,"Schubert, Franz, 3 German Dances, D.971, xDFDzZo7Ry4",133.95746875,1.0,validation,1.0,Franz Schubert,Romantic
5439,116690,Schubert,Franz,"3 German Dances, D.972",Austrian,1797,1828,Schubert 3 German Dances D 972,zGmmudkMvTQ,1.0,0.9301582,"Schubert, Franz, 3 German Dances, D.972, zGmmudkMvTQ",101.41346875,1.0,test,1.0,Franz Schubert,Romantic
5440,116691,Schubert,Franz,"3 German Dances, D.973",Austrian,1797,1828,"3 German Dances, D. 973",-UDZ2PmtCf0,0.8333333333333334,0.8837618,"Schubert, Franz, 3 German Dances, D.973, -UDZ2PmtCf0",135.10946875,1.0,train,0.0,Franz Schubert,Romantic
5441,116692,Schubert,Franz,"2 German Dances, D.974",Austrian,1797,1828,Schubert 2 German Dances D 974,aEcdrzQkOwQ,1.0,0.90086836,"Schubert, Franz, 2 German Dances, D.974, aEcdrzQkOwQ",69.22946875,1.0,train,1.0,Franz Schubert,Romantic
5478,116729,Schubert,Franz,"Grande marche funèbre, D.859",Austrian,1797,1828,"Schubert, Grande Marche Funèbre in C Minor, D.859 Op.55",1yUNnoufJ-8,1.0,0.81241566,"Schubert, Franz, Grande marche funèbre, D.859, 1yUNnoufJ-8",654.69746875,1.0,train,1.0,Franz Schubert,Romantic
5479,116730,Schubert,Franz,"Grande marche héroïque, D.885",Austrian,1797,1828,"Schubert, Grande Marche Héroïque in A Minor, D.885 Op.66",GDQEP7livs0,1.0,0.851746,"Schubert, Franz, Grande marche héroïque, D.885, GDQEP7livs0",1047.02546875,1.0,train,1.0,Franz Schubert,Romantic
5480,116731,Schubert,Franz,"6 Grandes marches, D.819",Austrian,1797,1828,"Schubert, 6 Grandes Marches, D.819 Op.40 No.1",4B980-T6O_A,1.0,0.7798439,"Schubert, Franz, 6 Grandes marches, D.819, 4B980-T6O_A",512.56946875,1.0,train,1.0,Franz Schubert,Romantic
5481,116732,Schubert,Franz,"Grazer Galopp, D.925",Austrian,1797,1828,Franz Schubert - Grazer Galopp D. 925,hUV7254mHXQ,1.0,0.9696137,"Schubert, Franz, Grazer Galopp, D.925, hUV7254mHXQ",121.64546875,1.0,train,1.0,Franz Schubert,Romantic
5482,116733,Schubert,Franz,"12 Grazer Waltzer, D.924",Austrian,1797,1828,Schubert - 12 Grazer Waltzer D.924(Op.91) - Elisso Virsaladze,GnrmZ7u_JsI,1.0,0.94563013,"Schubert, Franz, 12 Grazer Waltzer, D.924, GnrmZ7u_JsI",594.28946875,1.0,train,1.0,Franz Schubert,Romantic
5538,116789,Schubert,Franz,"4 Impromptus, D.899",Austrian,1797,1828,"Alfred Brendel - Schubert - Four Impromptus, D 899",24DugWBRkYg,0.8,0.72701585,"Schubert, Franz, 4 Impromptus, D.899, 24DugWBRkYg",1698.04946875,1.0,train,1.0,Franz Schubert,Romantic
5539,116790,Schubert,Franz,"4 Impromptus, D.935",Austrian,1797,1828,"Schubert - 4 Impromptus, D. 935 / Op. 142 (Maria João Pires)",06OBNoeKWBw,1.0,0.9504991,"Schubert, Franz, 4 Impromptus, D.935, 06OBNoeKWBw",2411.06546875,1.0,validation,1.0,Franz Schubert,Romantic
5568,116819,Schubert,Franz,"Kindermarsch, D.928",Austrian,1797,1828,Franz Schubert: Kindermarsch D 928 (D. Lorenzini - C. Balzaretti),o-0IeXpDi6Q,1.0,0.8098313,"Schubert, Franz, Kindermarsch, D.928, o-0IeXpDi6Q",170.60546875,1.0,test,1.0,Franz Schubert,Romantic
5576,116827,Schubert,Franz,"3 Klavierstücke, D.946",Austrian,1797,1828,"Schubert: 3 Klavierstücke, D.946 (Sokolov, Avdeeva)",M75JsOQwk68,1.0,0.78300905,"Schubert, Franz, 3 Klavierstücke, D.946, M75JsOQwk68",4057.48946875,1.0,train,1.0,Franz Schubert,Romantic
5594,116845,Schubert,Franz,"2 Ländler in E-flat major, D.980b",Austrian,1797,1828,"2 Landler in E-Flat Major, D. 980b",2rEMYoJMji8,0.7777777777777778,0.8517887,"Schubert, Franz, 2 Ländler in E-flat major, D.980b, 2rEMYoJMji8",67.68146875,1.0,train,0.0,Franz Schubert,Romantic
5596,116847,Schubert,Franz,"17 Ländler, D.366",Austrian,1797,1828,"Franz Schubert, 17 Ländler, D 366(No editing)",SGmpMIOwZBw,1.0,0.95571667,"Schubert, Franz, 17 Ländler, D.366, SGmpMIOwZBw",754.45346875,1.0,train,1.0,Franz Schubert,Romantic
5597,116848,Schubert,Franz,"8 Ländler, D.378",Austrian,1797,1828,"Schubert, 8 Ländler, D 378, No 1",vkUtRaeUarw,1.0,0.84516966,"Schubert, Franz, 8 Ländler, D.378, vkUtRaeUarw",40.21346875,1.0,train,1.0,Franz Schubert,Romantic
5599,116850,Schubert,Franz,"4 Ländler, D.814",Austrian,1797,1828,"Franz Schubert 4 Landler D 814, Eschenbach, Frantz",bwz5Hz9iSMg,0.8,0.92346793,"Schubert, Franz, 4 Ländler, D.814, bwz5Hz9iSMg",228.99746875,1.0,train,1.0,Franz Schubert,Romantic
5673,116924,Schubert,Franz,"March in E major, D.606",Austrian,1797,1828,"Sviatoslav Richter - Schubert - March in E major, D 606",qK96Tz0MUqo,1.0,0.70118356,"Schubert, Franz, March in E major, D.606, qK96Tz0MUqo",287.92946875,1.0,train,1.0,Franz Schubert,Romantic
5674,116925,Schubert,Franz,"2 Marches caractéristiques, D.968b",Austrian,1797,1828,"Schubert, 2 Marches Caractéristiques, D.968b (D.886) Op. posth. 121 No.1",J-KLdGf3vkc,1.0,0.7504188,"Schubert, Franz, 2 Marches caractéristiques, D.968b, J-KLdGf3vkc",423.64946875,1.0,train,1.0,Franz Schubert,Romantic
5675,116926,Schubert,Franz,"3 Marches héroïques, D.602",Austrian,1797,1828,"Schubert, 3 Marches Heroiques, D.602 Op.27 No.3",8Mk7SUehUYc,0.8333333333333334,0.7924381,"Schubert, Franz, 3 Marches héroïques, D.602, 8Mk7SUehUYc",427.71746875,1.0,train,1.0,Franz Schubert,Romantic
5676,116927,Schubert,Franz,"3 Marches militaires, D.733",Austrian,1797,1828,"Schubert, 3 Marches Militaires, D.733 Op.51 No.1",6kYkb0Jgod0,1.0,0.7118226,"Schubert, Franz, 3 Marches militaires, D.733, 6kYkb0Jgod0",269.82146875,1.0,validation,1.0,Franz Schubert,Romantic
5696,116947,Schubert,Franz,"Minuet in A major, D.334",Austrian,1797,1828,"Schubert - Minuet and Trio in A major, D. 334 - Tessa Birnie",jxUbuaH6qog,1.0,0.94107234,"Schubert, Franz, Minuet in A major, D.334, jxUbuaH6qog",186.66146875,1.0,test,1.0,Franz Schubert,Romantic
5697,116948,Schubert,Franz,"Minuet in A minor, D.277a",Austrian,1797,1828,"Minuet in A minor, D. 277a",7mIXb7uwHOM,0.8571428571428571,0.9303773,"Schubert, Franz, Minuet in A minor, D.277a, 7mIXb7uwHOM",226.87346875,1.0,train,0.0,Franz Schubert,Romantic
5698,116949,Schubert,Franz,"Minuet in C-sharp minor, D.600",Austrian,1797,1828,"Minuet in C-Sharp Minor, D. 600 with Trio in E Major, D. 610",ZJDL5XuA6hU,0.875,0.96261346,"Schubert, Franz, Minuet in C-sharp minor, D.600, ZJDL5XuA6hU",412.02146875,1.0,train,0.0,Franz Schubert,Romantic
5701,116952,Schubert,Franz,"Minuet in E major, D.335",Austrian,1797,1828,"Minuet in E Major, D. 335",vqpOtqRc2uY,0.8571428571428571,0.9823338,"Schubert, Franz, Minuet in E major, D.335, vqpOtqRc2uY",235.22546875,1.0,train,0.0,Franz Schubert,Romantic
5706,116957,Schubert,Franz,"3 Minuets, D.380",Austrian,1797,1828,3 MINUETS WITH 2 TRIOS - D 380 - Schubert,hwmP5_Or7wI,1.0,0.9282905,"Schubert, Franz, 3 Minuets, D.380, hwmP5_Or7wI",512.53346875,1.0,train,1.0,Franz Schubert,Romantic
5710,116961,Schubert,Franz,"Moments musicaux, D.780",Austrian,1797,1828,"Alfred Brendel - Schubert - Six moments musicaux, D 780",0WDQL_X7Euk,1.0,0.8193413,"Schubert, Franz, Moments musicaux, D.780, 0WDQL_X7Euk",1641.56546875,1.0,train,1.0,Franz Schubert,Romantic
5749,117000,Schubert,Franz,"36 Originaltänze, D.365",Austrian,1797,1828,36 ORIGINAL DANCES - OP 9 - D 365 - Schubert,D-xbDl-Mimw,0.8,0.96886873,"Schubert, Franz, 36 Originaltänze, D.365, D-xbDl-Mimw",1462.57346875,1.0,train,1.0,Franz Schubert,Romantic
5757,117008,Schubert,Franz,"Overture in F major, D.675",Austrian,1797,1828,"Overture in F Major, Op. 34, D. 675",POrxPoKLa60,0.8571428571428571,0.8740705,"Schubert, Franz, Overture in F major, D.675, POrxPoKLa60",424.11746875,1.0,train,0.0,Franz Schubert,Romantic
5758,117009,Schubert,Franz,"Overture in G minor, D.668",Austrian,1797,1828,Franz Schubert - Overture in G-Minor (D. 668),39aHXLgzku8,1.0,0.9200305,"Schubert, Franz, Overture in G minor, D.668, 39aHXLgzku8",491.04146875,1.0,train,1.0,Franz Schubert,Romantic
5771,117022,Schubert,Franz,"Piano Piece in A major, D.604",Austrian,1797,1828,"Franz Schubert: Piano Piece in A Major, D. 604",SZv1_UUwRd0,1.0,0.95561516,"Schubert, Franz, Piano Piece in A major, D.604, SZv1_UUwRd0",320.07746875,1.0,validation,1.0,Franz Schubert,Romantic
5772,117023,Schubert,Franz,"Piano Piece in C major, D.916b",Austrian,1797,1828,"Piano piece in C major, D. 916b: I. Allegro",XmTZe0HD_Fk,0.875,0.9178294,"Schubert, Franz, Piano Piece in C major, D.916b, XmTZe0HD_Fk",476.96546875,1.0,test,0.0,Franz Schubert,Romantic
5773,117024,Schubert,Franz,"Piano Piece in C minor, D.916c",Austrian,1797,1828,Schubert: Fragment in C minor D.916C — Sergey Kuznetsov,uB0_IElELmA,0.75,0.7813816,"Schubert, Franz, Piano Piece in C minor, D.916c, uB0_IElELmA",808.66946875,1.0,train,1.0,Franz Schubert,Romantic
5777,117028,Schubert,Franz,"Piano Sonata in E major, D.154",Austrian,1797,1828,SCHUBERT Piano Sonata No. 1 in E major (D.157) Score,ruL4sD2rpHc,0.875,0.8469769,"Schubert, Franz, Piano Sonata in E major, D.154, ruL4sD2rpHc",1165.06946875,1.0,train,0.0,Franz Schubert,Romantic
5778,117029,Schubert,Franz,"Piano Sonata in E major, D.157",Austrian,1797,1828,"Franz Schubert, Piano Sonata In E (D.157) - András Schiff",cRvFZWiTgNQ,0.875,0.8854144,"Schubert, Franz, Piano Sonata in E major, D.157, cRvFZWiTgNQ",1162.65746875,1.0,train,1.0,Franz Schubert,Romantic
5779,117030,Schubert,Franz,"Piano Sonata in C major, D.279",Austrian,1797,1828,SCHUBERT Piano Sonata No. 2 in C major (D.279) Score,dm4NFhDjVno,1.0,0.81286526,"Schubert, Franz, Piano Sonata in C major, D.279, dm4NFhDjVno",1087.30946875,1.0,train,0.0,Franz Schubert,Romantic
5780,117031,Schubert,Franz,"Piano Sonata in E major, D.459",Austrian,1797,1828,"Franz Schubert, Piano Sonata in E major (D.459) -- András Schiff",MagL6pLggLA,1.0,0.8782122,"Schubert, Franz, Piano Sonata in E major, D.459, MagL6pLggLA",1675.18946875,1.0,train,1.0,Franz Schubert,Romantic
5781,117032,Schubert,Franz,"Piano Sonata in A minor, D.537",Austrian,1797,1828,"Franz Schubert, Piano Sonata a-minor D.537, Alfred Brendel",8uNJOr6B9Lc,0.875,0.92754906,"Schubert, Franz, Piano Sonata in A minor, D.537, 8uNJOr6B9Lc",1344.09746875,1.0,train,1.0,Franz Schubert,Romantic
5782,117033,Schubert,Franz,"Piano Sonata in A-flat major, D.557",Austrian,1797,1828,Kempff plays Schubert Piano Sonata in A-flat Major D557,TxbqZ0TX7u0,0.7777777777777778,0.9636025,"Schubert, Franz, Piano Sonata in A-flat major, D.557, TxbqZ0TX7u0",724.21346875,1.0,train,1.0,Franz Schubert,Romantic
5783,117034,Schubert,Franz,"Piano Sonata in E minor, D.566",Austrian,1797,1828,Kempff plays Schubert Piano Sonata in E Minor D566,UdtR7_K48do,0.75,0.9727428,"Schubert, Franz, Piano Sonata in E minor, D.566, UdtR7_K48do",969.19346875,1.0,train,1.0,Franz Schubert,Romantic
5784,117035,Schubert,Franz,"Piano Sonata in E-flat major, D.568",Austrian,1797,1828,Kempff plays Schubert Piano Sonata in E-flat Major D568,_gEpL1gqoj8,0.7777777777777778,0.96656233,"Schubert, Franz, Piano Sonata in E-flat major, D.568, _gEpL1gqoj8",1733.29346875,1.0,validation,1.0,Franz Schubert,Romantic
5785,117036,Schubert,Franz,"Piano Sonata in F-sharp minor, D.571",Austrian,1797,1828,"Schubert, Franz - Piano Sonata Nr. 8 in F-sharp minor, D. 571",BN-s-Qnw07k,1.0,0.86486316,"Schubert, Franz, Piano Sonata in F-sharp minor, D.571, BN-s-Qnw07k",427.46546875,1.0,test,1.0,Franz Schubert,Romantic
5786,117037,Schubert,Franz,"Piano Sonata in B major, D.575",Austrian,1797,1828,Kempff plays Schubert Piano Sonata in B Major D575,obkheDWz9_w,0.75,0.96285003,"Schubert, Franz, Piano Sonata in B major, D.575, obkheDWz9_w",1497.45746875,1.0,train,1.0,Franz Schubert,Romantic
5787,117038,Schubert,Franz,"Piano Sonata in C major, D.613",Austrian,1797,1828,Schubert - Paul Badura-Skoda (1971) Piano sonata in C major D. 613 (1818),dSdq0pi3_Wk,1.0,0.9114605,"Schubert, Franz, Piano Sonata in C major, D.613, dSdq0pi3_Wk",1150.59746875,1.0,train,1.0,Franz Schubert,Romantic
5788,117039,Schubert,Franz,"Piano Sonata in F minor, D.625",Austrian,1797,1828,Kempff plays Schubert Piano Sonata in F Minor D625,juKNuVnbhHI,0.75,0.9285824,"Schubert, Franz, Piano Sonata in F minor, D.625, juKNuVnbhHI",1351.22546875,1.0,train,1.0,Franz Schubert,Romantic
5789,117040,Schubert,Franz,"Piano Sonata in C-sharp minor, D.655",Austrian,1797,1828,Piano Sonata In C Sharp Minor D 655 (Fragment),_jEay_bqXME,0.8888888888888888,0.81781167,"Schubert, Franz, Piano Sonata in C-sharp minor, D.655, _jEay_bqXME",299.30546875,1.0,train,0.0,Franz Schubert,Romantic
5790,117041,Schubert,Franz,"Piano Sonata in A major, D.664",Austrian,1797,1828,"Franz Schubert, Piano Sonata in A (D.664). András Schiff",HsMHHlDYlMM,0.875,0.9220322,"Schubert, Franz, Piano Sonata in A major, D.664, HsMHHlDYlMM",1421.13746875,1.0,train,1.0,Franz Schubert,Romantic
5791,117042,Schubert,Franz,"Piano Sonata in E minor, D.769a",Austrian,1797,1828,Schubert - Sonata in E minor D. 769a (D. 994) (MONTAGE),0RlWAU0ly84,0.875,0.96253306,"Schubert, Franz, Piano Sonata in E minor, D.769a, 0RlWAU0ly84",58.46546875,1.0,train,1.0,Franz Schubert,Romantic
5794,117045,Schubert,Franz,"Piano Sonata in A minor, D.845",Austrian,1797,1828,"Franz Schubert, Piano Sonata a-minor,  D. 845, Alfred Brendel",QkgICN1QUhI,0.875,0.9019978,"Schubert, Franz, Piano Sonata in A minor, D.845, QkgICN1QUhI",2135.08946875,1.0,train,1.0,Franz Schubert,Romantic
5795,117046,Schubert,Franz,"Piano Sonata in D major, D.850",Austrian,1797,1828,"Franz Schubert, Piano Sonata D-major D. 850, Alfred Brendel",gguHcUWUVOE,0.875,0.90909475,"Schubert, Franz, Piano Sonata in D major, D.850, gguHcUWUVOE",2380.10546875,1.0,train,1.0,Franz Schubert,Romantic
5796,117047,Schubert,Franz,"Piano Sonata in G major, D.894",Austrian,1797,1828,"Schubert: Piano Sonata No.18 in G Major, D.894 (Volodos)",bX_IjA3x_rw,1.0,0.9291609,"Schubert, Franz, Piano Sonata in G major, D.894, bX_IjA3x_rw",2358.90146875,1.0,validation,1.0,Franz Schubert,Romantic
5797,117048,Schubert,Franz,"Piano Sonata in C minor, D.958",Austrian,1797,1828,Franz Schubert - Piano Sonata D. 958,hTA6CZLb_FY,0.625,0.94350344,"Schubert, Franz, Piano Sonata in C minor, D.958, hTA6CZLb_FY",2171.48546875,1.0,test,1.0,Franz Schubert,Romantic
5798,117049,Schubert,Franz,"Piano Sonata in A major, D.959",Austrian,1797,1828,"Alfred Brendel - Schubert - Piano Sonata No 22 in A major, D 959",olmgg0y2o9A,1.0,0.87299085,"Schubert, Franz, Piano Sonata in A major, D.959, olmgg0y2o9A",2370.99746875,1.0,train,1.0,Franz Schubert,Romantic
5799,117050,Schubert,Franz,"Piano Sonata in B-flat major, D.960",Austrian,1797,1828,"Schubert: Piano Sonata in B-flat Major, D.960 (Kovacevich)",MAZ8PA5_gVA,1.0,0.9242775,"Schubert, Franz, Piano Sonata in B-flat major, D.960, MAZ8PA5_gVA",2471.83346875,1.0,train,1.0,Franz Schubert,Romantic
5808,117059,Schubert,Franz,"4 Polonaises, D.599",Austrian,1797,1828,"Schubert, Four polonaises for piano four-hands D. 599 op. 75",gwOp5lEOknY,0.8,0.8187665,"Schubert, Franz, 4 Polonaises, D.599, gwOp5lEOknY",654.19346875,1.0,train,1.0,Franz Schubert,Romantic
5809,117060,Schubert,Franz,"6 Polonaises, D.824",Austrian,1797,1828,"6 Polonaises for Piano 4 Hands, Op. 61, D. 824: No. 1 in D Minor",90tn6WTykWo,0.8,0.658321,"Schubert, Franz, 6 Polonaises, D.824, 90tn6WTykWo",219.16946875,1.0,train,0.0,Franz Schubert,Romantic
5825,117076,Schubert,Franz,"Rondo in A major, D.951",Austrian,1797,1828,"Argerich, Barenboim - Schubert - Rondo in A major, D 951",qfMU1jORNyA,1.0,0.7746703,"Schubert, Franz, Rondo in A major, D.951, qfMU1jORNyA",768.45746875,1.0,train,1.0,Franz Schubert,Romantic
5828,117079,Schubert,Franz,"Rondo in D major, D.608",Austrian,1797,1828,"Franz Schubert, Rondo in D Major, D. 608",QjG_gdZPehE,1.0,0.9378999,"Schubert, Franz, Rondo in D major, D.608, QjG_gdZPehE",513.03746875,1.0,train,1.0,Franz Schubert,Romantic
5829,117080,Schubert,Franz,"Rondo in E major, D.506",Austrian,1797,1828,"Rondo in E Major, D. 506",BTRrIxxxoug,0.8571428571428571,0.84935343,"Schubert, Franz, Rondo in E major, D.506, BTRrIxxxoug",460.69346875,1.0,train,0.0,Franz Schubert,Romantic
5897,117148,Schubert,Franz,"Sonata for Piano Duet, D.617",Austrian,1797,1828,"Franz Schubert - Grande Sonate in B-flat for Piano Duet, D. 617",hRO2WaPhilY,0.8571428571428571,0.6362795,"Schubert, Franz, Sonata for Piano Duet, D.617, hRO2WaPhilY",1054.22546875,1.0,train,1.0,Franz Schubert,Romantic
5898,117149,Schubert,Franz,"Sonata for Piano Duet, D.812",Austrian,1797,1828,"Schubert: Sonata for Piano Four Hands, D. 812 ""Grand Duo"" 1st Movement Allegero Moderato",Uml2lokoxbk,0.8571428571428571,0.91502684,"Schubert, Franz, Sonata for Piano Duet, D.812, Uml2lokoxbk",845.24546875,1.0,validation,1.0,Franz Schubert,Romantic
5899,117150,Schubert,Franz,"Sonatine, D.968",Austrian,1797,1828,"Franz Schubert- Allegro Moderato und Andante for One Piano Four Hands, D.968",LhWCWji3qTY,0.75,0.5298572,"Schubert, Franz, Sonatine, D.968, LhWCWji3qTY",530.38946875,1.0,test,1.0,Franz Schubert,Romantic
6002,117253,Schubert,Franz,"Trio in E major, D.610",Austrian,1797,1828,"Minuet in C-Sharp Minor, D. 600 with Trio in E Major, D. 610",ZJDL5XuA6hU,0.8571428571428571,0.96261346,"Schubert, Franz, Trio in E major, D.610, ZJDL5XuA6hU",412.02146875,1.0,train,0.0,Franz Schubert,Romantic
6009,117260,Schubert,Franz,"Über allen Zauber Liebe, D.682",Austrian,1797,1828,Schubert: Über allen Zauber Liebe D682 *practicing*,xkRlfwbJK4k,0.7142857142857143,0.75646394,"Schubert, Franz, Über allen Zauber Liebe, D.682, xkRlfwbJK4k",180.14546875,1.0,train,1.0,Franz Schubert,Romantic
6014,117265,Schubert,Franz,"Ungarische Melodie, D.817",Austrian,1797,1828,"Franz Schubert - Ungarische Melodie, D. 817",-MJ3b5Phzd4,1.0,0.87360287,"Schubert, Franz, Ungarische Melodie, D.817, -MJ3b5Phzd4",204.84146875,1.0,train,1.0,Franz Schubert,Romantic
6017,117268,Schubert,Franz,"12 Valses nobles, D.969",Austrian,1797,1828,Schubert - Gianpaolo Muntoni (1995) 12 Valses nobles D 969 op 77,30YycNdZWy0,1.0,0.92319244,"Schubert, Franz, 12 Valses nobles, D.969, 30YycNdZWy0",710.74946875,1.0,train,1.0,Franz Schubert,Romantic
6018,117269,Schubert,Franz,"Valses sentimentales, D.779",Austrian,1797,1828,F. Schubert - 34 Valses sentimentales D 779/Op.50 (w/score),j_K-MIW71ck,1.0,0.97386575,"Schubert, Franz, Valses sentimentales, D.779, j_K-MIW71ck",1636.88546875,1.0,train,1.0,Franz Schubert,Romantic
6019,117270,Schubert,Franz,"Variation on a Waltz by Diabelli, D.718",Austrian,1797,1828,"Schubert, Variation on a Waltz by Diabelli, D.718",6_vCnoPf-oo,1.0,0.8432817,"Schubert, Franz, Variation on a Waltz by Diabelli, D.718, 6_vCnoPf-oo",94.82546875,1.0,train,1.0,Franz Schubert,Romantic
